cardname,japanese_name,konami_cid,cardnumber,imageurl,ciid,all_ciids,all_imageurls,image_count,needs_image_review,setname,rarity,rarity_full,setcode,release_date,pid,image_mapping_source,image_mapping_notes,source_url
Abyssal Dragon Lord Abyss Poseidra [L],深淵竜神アビス・ポセイドラ［Ｌ］,18757,RD/VSP1-JP013,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=18757&ciid=1&enc=P6uk90NkKHXogH-Y0yR-Kw&app=tournament&request_locale=ja,1,1 | 101,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=18757&ciid=1&enc=P6uk90NkKHXogH-Y0yR-Kw&app=tournament&request_locale=ja | https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&cid=18757&ciid=101&enc=P6uk90NkKHXogH-Y0yR-Kw,2,False,VSパック マキシマム・フォース,P,パラレル仕様,RD/VSP1,2023-04-08,1000100508000,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=18757&request_locale=ja
Abyssal Dragon Lord Abyss Poseidra,深淵竜神アビス・ポセイドラ,18758,RD/VSP1-JP014,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&cid=18758&ciid=101&enc=EuZth4Cl0khEDt_e1j7mmA,101,1 | 101,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=18758&ciid=1&enc=EuZth4Cl0khEDt_e1j7mmA&app=tournament&request_locale=ja | https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&cid=18758&ciid=101&enc=EuZth4Cl0khEDt_e1j7mmA,2,False,VSパック マキシマム・フォース,ORR,オーバーラッシュレア仕様,RD/VSP1,2023-04-08,1000100508000,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: ORR uses highest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=18758&request_locale=ja
Abyssal Dragon Lord Abyss Poseidra,深淵竜神アビス・ポセイドラ,18758,RD/VSP1-JP014,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=18758&ciid=1&enc=EuZth4Cl0khEDt_e1j7mmA&app=tournament&request_locale=ja,1,1 | 101,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=18758&ciid=1&enc=EuZth4Cl0khEDt_e1j7mmA&app=tournament&request_locale=ja | https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&cid=18758&ciid=101&enc=EuZth4Cl0khEDt_e1j7mmA,2,False,VSパック マキシマム・フォース,P,パラレル仕様,RD/VSP1,2023-04-08,1000100508000,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=18758&request_locale=ja
Abyssal Dragon Lord Abyss Poseidra [R],深淵竜神アビス・ポセイドラ［Ｒ］,18759,RD/VSP1-JP015,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&cid=18759&ciid=101&enc=SFsUkK1QO2-QlR7Nq2TReg,101,1 | 101,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=18759&ciid=1&enc=SFsUkK1QO2-QlR7Nq2TReg&app=tournament&request_locale=ja | https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&cid=18759&ciid=101&enc=SFsUkK1QO2-QlR7Nq2TReg,2,False,VSパック マキシマム・フォース,ORR,オーバーラッシュレア仕様,RD/VSP1,2023-04-08,1000100508000,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: ORR uses highest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=18759&request_locale=ja
Abyssal Dragon Lord Abyss Poseidra [R],深淵竜神アビス・ポセイドラ［Ｒ］,18759,RD/VSP1-JP015,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=18759&ciid=1&enc=SFsUkK1QO2-QlR7Nq2TReg&app=tournament&request_locale=ja,1,1 | 101,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=18759&ciid=1&enc=SFsUkK1QO2-QlR7Nq2TReg&app=tournament&request_locale=ja | https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&cid=18759&ciid=101&enc=SFsUkK1QO2-QlR7Nq2TReg,2,False,VSパック マキシマム・フォース,P,パラレル仕様,RD/VSP1,2023-04-08,1000100508000,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=18759&request_locale=ja
Abyssal Sea Dragon Abyss Kraken [L],深淵海竜アビス・クラーケン［Ｌ］,18760,RD/VSP1-JP016,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&cid=18760&ciid=101&enc=lnc4mgcVv2vRWBXmLwTGCA,101,1 | 101,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=18760&ciid=1&enc=lnc4mgcVv2vRWBXmLwTGCA&app=tournament&request_locale=ja | https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&cid=18760&ciid=101&enc=lnc4mgcVv2vRWBXmLwTGCA,2,False,VSパック マキシマム・フォース,ORR,オーバーラッシュレア仕様,RD/VSP1,2023-04-08,1000100508000,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: ORR uses highest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=18760&request_locale=ja
Abyssal Sea Dragon Abyss Kraken [L],深淵海竜アビス・クラーケン［Ｌ］,18760,RD/VSP1-JP016,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=18760&ciid=1&enc=lnc4mgcVv2vRWBXmLwTGCA&app=tournament&request_locale=ja,1,1 | 101,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=18760&ciid=1&enc=lnc4mgcVv2vRWBXmLwTGCA&app=tournament&request_locale=ja | https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&cid=18760&ciid=101&enc=lnc4mgcVv2vRWBXmLwTGCA,2,False,VSパック マキシマム・フォース,P,パラレル仕様,RD/VSP1,2023-04-08,1000100508000,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=18760&request_locale=ja
Abyssal Sea Dragon Abyss Kraken,深淵海竜アビス・クラーケン,18761,RD/VSP1-JP017,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&cid=18761&ciid=101&enc=A4XeYP-HwSphA60i3VDSMw,101,1 | 101,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=18761&ciid=1&enc=A4XeYP-HwSphA60i3VDSMw&app=tournament&request_locale=ja | https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&cid=18761&ciid=101&enc=A4XeYP-HwSphA60i3VDSMw,2,False,VSパック マキシマム・フォース,ORR,オーバーラッシュレア仕様,RD/VSP1,2023-04-08,1000100508000,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: ORR uses highest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=18761&request_locale=ja
Abyssal Sea Dragon Abyss Kraken,深淵海竜アビス・クラーケン,18761,RD/VSP1-JP017,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=18761&ciid=1&enc=A4XeYP-HwSphA60i3VDSMw&app=tournament&request_locale=ja,1,1 | 101,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=18761&ciid=1&enc=A4XeYP-HwSphA60i3VDSMw&app=tournament&request_locale=ja | https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&cid=18761&ciid=101&enc=A4XeYP-HwSphA60i3VDSMw,2,False,VSパック マキシマム・フォース,P,パラレル仕様,RD/VSP1,2023-04-08,1000100508000,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=18761&request_locale=ja
Abyssal Sea Dragon Abyss Kraken [R],深淵海竜アビス・クラーケン［Ｒ］,18762,RD/VSP1-JP018,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&cid=18762&ciid=101&enc=MTQwXOCkmNBZ7E0iJBF84w,101,1 | 101,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=18762&ciid=1&enc=MTQwXOCkmNBZ7E0iJBF84w&app=tournament&request_locale=ja | https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&cid=18762&ciid=101&enc=MTQwXOCkmNBZ7E0iJBF84w,2,False,VSパック マキシマム・フォース,ORR,オーバーラッシュレア仕様,RD/VSP1,2023-04-08,1000100508000,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: ORR uses highest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=18762&request_locale=ja
Abyssal Sea Dragon Abyss Kraken [R],深淵海竜アビス・クラーケン［Ｒ］,18762,RD/VSP1-JP018,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=18762&ciid=1&enc=MTQwXOCkmNBZ7E0iJBF84w&app=tournament&request_locale=ja,1,1 | 101,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=18762&ciid=1&enc=MTQwXOCkmNBZ7E0iJBF84w&app=tournament&request_locale=ja | https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&cid=18762&ciid=101&enc=MTQwXOCkmNBZ7E0iJBF84w,2,False,VSパック マキシマム・フォース,P,パラレル仕様,RD/VSP1,2023-04-08,1000100508000,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=18762&request_locale=ja
Abysslayer Apsaras,アビスレイヤー・アプサラス,18769,RD/VSP1-JP028,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=18769&ciid=1&enc=GqnNHyejK9Y6Qg7DHp986g&app=tournament&request_locale=ja,1,1,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=18769&ciid=1&enc=GqnNHyejK9Y6Qg7DHp986g&app=tournament&request_locale=ja,1,False,VSパック マキシマム・フォース,SE,シークレットレア仕様,RD/VSP1,2023-04-08,1000100508000,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=18769&request_locale=ja
Abysslayer Apsaras,アビスレイヤー・アプサラス,18769,RD/VSP1-JP028,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=18769&ciid=1&enc=GqnNHyejK9Y6Qg7DHp986g&app=tournament&request_locale=ja,1,1,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=18769&ciid=1&enc=GqnNHyejK9Y6Qg7DHp986g&app=tournament&request_locale=ja,1,False,VSパック マキシマム・フォース,SR,スーパーレア仕様,RD/VSP1,2023-04-08,1000100508000,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=18769&request_locale=ja
Abysslayer Makara,アビスレイヤー・マカラ,18770,RD/VSP1-JP029,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=18770&ciid=1&enc=V40fpaD10iZV0Qa1FQ9icg&app=tournament&request_locale=ja,1,1,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=18770&ciid=1&enc=V40fpaD10iZV0Qa1FQ9icg&app=tournament&request_locale=ja,1,False,VSパック マキシマム・フォース,N,ノーマル仕様,RD/VSP1,2023-04-08,1000100508000,PACK_PAGE,matched cid on pack page,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=18770&request_locale=ja
Abysslayer Cetus,アビスレイヤー・ケートス,18771,RD/VSP1-JP030,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=18771&ciid=1&enc=WPs59HJaFLke5ubGqgkzZg&app=tournament&request_locale=ja,1,1,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=18771&ciid=1&enc=WPs59HJaFLke5ubGqgkzZg&app=tournament&request_locale=ja,1,False,VSパック マキシマム・フォース,N,ノーマル仕様,RD/VSP1,2023-04-08,1000100508000,PACK_PAGE,matched cid on pack page,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=18771&request_locale=ja
Abysslayer Vodyanoy,アビスレイヤー・ヴォジャノーイ,18772,RD/5TH1-JP109,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=18772&ciid=1&enc=g9NCXu7mFd1pOegueFkVrw&app=tournament&request_locale=ja,1,1,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=18772&ciid=1&enc=g9NCXu7mFd1pOegueFkVrw&app=tournament&request_locale=ja,1,False,5th ANNIVERSARY PACK,SR,スーパーレア仕様,RD/5TH1,2025-04-12,1000100515000,PACK_PAGE,matched cid on pack page,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=18772&request_locale=ja
Abysslayer Vodyanoy,アビスレイヤー・ヴォジャノーイ,18772,RD/VSP1-JP031,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=18772&ciid=1&enc=g9NCXu7mFd1pOegueFkVrw&app=tournament&request_locale=ja,1,1,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=18772&ciid=1&enc=g9NCXu7mFd1pOegueFkVrw&app=tournament&request_locale=ja,1,False,VSパック マキシマム・フォース,N,ノーマル仕様,RD/VSP1,2023-04-08,1000100508000,PACK_PAGE,matched cid on pack page,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=18772&request_locale=ja
Aero Sorcerer,エアロ・ソーサラー,18931,RD/TH02-JP007,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=18931&ciid=1&enc=xEC58CdOi_EH2L9i6Wddeg&app=tournament&request_locale=ja,1,1,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=18931&ciid=1&enc=xEC58CdOi_EH2L9i6Wddeg&app=tournament&request_locale=ja,1,False,ハーフデッキ 魔法使い族,N,ノーマル仕様,RD/TH02,2026-04-04,1000100657000,PACK_PAGE,matched cid on pack page,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=18931&request_locale=ja
Aero Sorcerer,エアロ・ソーサラー,18931,RD/KP13-JP002,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=18931&ciid=1&enc=xEC58CdOi_EH2L9i6Wddeg&app=tournament&request_locale=ja,1,1,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=18931&ciid=1&enc=xEC58CdOi_EH2L9i6Wddeg&app=tournament&request_locale=ja,1,False,閃光のオブリビオン,N,ノーマル仕様,RD/KP13,2023-05-13,1000100212000,PACK_PAGE,matched cid on pack page,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=18931&request_locale=ja
Agent Miscast,秘密捜査官ミスキャスト,19295,RD/5TH1-JP113,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=19295&ciid=1&enc=ooHkZpl2-4pXEd2WouFGjg&app=tournament&request_locale=ja,1,1,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=19295&ciid=1&enc=ooHkZpl2-4pXEd2WouFGjg&app=tournament&request_locale=ja,1,False,5th ANNIVERSARY PACK,SR,スーパーレア仕様,RD/5TH1,2025-04-12,1000100515000,PACK_PAGE,matched cid on pack page,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=19295&request_locale=ja
Agent Miscast,秘密捜査官ミスキャスト,19295,RD/KP14-JP018,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=19295&ciid=1&enc=ooHkZpl2-4pXEd2WouFGjg&app=tournament&request_locale=ja,1,1,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=19295&ciid=1&enc=ooHkZpl2-4pXEd2WouFGjg&app=tournament&request_locale=ja,1,False,轟炎のフェニックス,N,ノーマル仕様,RD/KP14,2023-08-11,1000100213000,PACK_PAGE,matched cid on pack page,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=19295&request_locale=ja
Agent Mistake,秘密捜査官ミステイク,19296,RD/5TH1-JP114,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=19296&ciid=1&enc=tRduTRwLGLU-Y-SP8b1kZA&app=tournament&request_locale=ja,1,1,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=19296&ciid=1&enc=tRduTRwLGLU-Y-SP8b1kZA&app=tournament&request_locale=ja,1,False,5th ANNIVERSARY PACK,SR,スーパーレア仕様,RD/5TH1,2025-04-12,1000100515000,PACK_PAGE,matched cid on pack page,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=19296&request_locale=ja
Agent Mistake,秘密捜査官ミステイク,19296,RD/KP14-JP019,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=19296&ciid=1&enc=tRduTRwLGLU-Y-SP8b1kZA&app=tournament&request_locale=ja,1,1,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=19296&ciid=1&enc=tRduTRwLGLU-Y-SP8b1kZA&app=tournament&request_locale=ja,1,False,轟炎のフェニックス,N,ノーマル仕様,RD/KP14,2023-08-11,1000100213000,PACK_PAGE,matched cid on pack page,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=19296&request_locale=ja
Agent Mismatch,秘密捜査官ミスマッチ,19297,RD/KP14-JP020,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=19297&ciid=1&enc=8MRZqd3X87tkPir6gsRA6w&app=tournament&request_locale=ja,1,1,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=19297&ciid=1&enc=8MRZqd3X87tkPir6gsRA6w&app=tournament&request_locale=ja,1,False,轟炎のフェニックス,N,ノーマル仕様,RD/KP14,2023-08-11,1000100213000,PACK_PAGE,matched cid on pack page,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=19297&request_locale=ja
Agent Mislead,秘密捜査官ミスリード,19298,RD/KP14-JP021,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=19298&ciid=1&enc=qODbvFmjTwHuMh47mkmUog&app=tournament&request_locale=ja,1,1,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=19298&ciid=1&enc=qODbvFmjTwHuMh47mkmUog&app=tournament&request_locale=ja,1,False,轟炎のフェニックス,N,ノーマル仕様,RD/KP14,2023-08-11,1000100213000,PACK_PAGE,matched cid on pack page,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=19298&request_locale=ja
Abysslayer Leviaknight,アビスレイヤー・リヴァイアナイト,19300,RD/KP14-JP023,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&cid=19300&ciid=101&enc=K5V8cPZX5To9piA56aLwRg,101,1 | 101,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=19300&ciid=1&enc=K5V8cPZX5To9piA56aLwRg&app=tournament&request_locale=ja | https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&cid=19300&ciid=101&enc=K5V8cPZX5To9piA56aLwRg,2,False,轟炎のフェニックス,ORR,オーバーラッシュレア仕様,RD/KP14,2023-08-11,1000100213000,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: ORR uses highest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=19300&request_locale=ja
Abysslayer Leviaknight,アビスレイヤー・リヴァイアナイト,19300,RD/KP14-JP023,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=19300&ciid=1&enc=K5V8cPZX5To9piA56aLwRg&app=tournament&request_locale=ja,1,1 | 101,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=19300&ciid=1&enc=K5V8cPZX5To9piA56aLwRg&app=tournament&request_locale=ja | https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&cid=19300&ciid=101&enc=K5V8cPZX5To9piA56aLwRg,2,False,轟炎のフェニックス,SE,シークレットレア仕様,RD/KP14,2023-08-11,1000100213000,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=19300&request_locale=ja
Abysslayer Leviaknight,アビスレイヤー・リヴァイアナイト,19300,RD/KP14-JP023,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=19300&ciid=1&enc=K5V8cPZX5To9piA56aLwRg&app=tournament&request_locale=ja,1,1 | 101,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=19300&ciid=1&enc=K5V8cPZX5To9piA56aLwRg&app=tournament&request_locale=ja | https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&cid=19300&ciid=101&enc=K5V8cPZX5To9piA56aLwRg,2,False,轟炎のフェニックス,UR,ウルトラレア仕様,RD/KP14,2023-08-11,1000100213000,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=19300&request_locale=ja
Abysskite Ange,アビスカイト・アンジュ,19301,RD/5TH1-JP110,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=19301&ciid=1&enc=2CrpWYpwlpg5BLW0lvbe4A&app=tournament&request_locale=ja,1,1,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=19301&ciid=1&enc=2CrpWYpwlpg5BLW0lvbe4A&app=tournament&request_locale=ja,1,False,5th ANNIVERSARY PACK,SR,スーパーレア仕様,RD/5TH1,2025-04-12,1000100515000,PACK_PAGE,matched cid on pack page,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=19301&request_locale=ja
Abysskite Ange,アビスカイト・アンジュ,19301,RD/KP14-JP024,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=19301&ciid=1&enc=2CrpWYpwlpg5BLW0lvbe4A&app=tournament&request_locale=ja,1,1,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=19301&ciid=1&enc=2CrpWYpwlpg5BLW0lvbe4A&app=tournament&request_locale=ja,1,False,轟炎のフェニックス,R,レア仕様,RD/KP14,2023-08-11,1000100213000,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=19301&request_locale=ja
Abysskite Ange,アビスカイト・アンジュ,19301,RD/KP14-JP024,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=19301&ciid=1&enc=2CrpWYpwlpg5BLW0lvbe4A&app=tournament&request_locale=ja,1,1,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=19301&ciid=1&enc=2CrpWYpwlpg5BLW0lvbe4A&app=tournament&request_locale=ja,1,False,轟炎のフェニックス,SE,シークレットレア仕様,RD/KP14,2023-08-11,1000100213000,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=19301&request_locale=ja
Abysskite Liem,アビスカイト・リーム,19302,RD/5TH1-JP111,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=19302&ciid=1&enc=l2WTa7Ui7w2GCT0lUirpJw&app=tournament&request_locale=ja,1,1,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=19302&ciid=1&enc=l2WTa7Ui7w2GCT0lUirpJw&app=tournament&request_locale=ja,1,False,5th ANNIVERSARY PACK,SR,スーパーレア仕様,RD/5TH1,2025-04-12,1000100515000,PACK_PAGE,matched cid on pack page,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=19302&request_locale=ja
Abysskite Liem,アビスカイト・リーム,19302,RD/KP14-JP025,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=19302&ciid=1&enc=l2WTa7Ui7w2GCT0lUirpJw&app=tournament&request_locale=ja,1,1,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=19302&ciid=1&enc=l2WTa7Ui7w2GCT0lUirpJw&app=tournament&request_locale=ja,1,False,轟炎のフェニックス,R,レア仕様,RD/KP14,2023-08-11,1000100213000,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=19302&request_locale=ja
Abysskite Liem,アビスカイト・リーム,19302,RD/KP14-JP025,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=19302&ciid=1&enc=l2WTa7Ui7w2GCT0lUirpJw&app=tournament&request_locale=ja,1,1,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=19302&ciid=1&enc=l2WTa7Ui7w2GCT0lUirpJw&app=tournament&request_locale=ja,1,False,轟炎のフェニックス,SE,シークレットレア仕様,RD/KP14,2023-08-11,1000100213000,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=19302&request_locale=ja
Abysskite Karen,アビスカイト・カレン,19303,RD/5TH1-JP112,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=19303&ciid=1&enc=kAtgk6oMO9gy1G86RaNiww&app=tournament&request_locale=ja,1,1,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=19303&ciid=1&enc=kAtgk6oMO9gy1G86RaNiww&app=tournament&request_locale=ja,1,False,5th ANNIVERSARY PACK,SR,スーパーレア仕様,RD/5TH1,2025-04-12,1000100515000,PACK_PAGE,matched cid on pack page,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=19303&request_locale=ja
