cardname,cardnumber,rarity,rarity_full,setcode,setname,cid,ciid,image_mapping_source,image_mapping_notes,imageurl,local_path,validation_status,validation_notes
Alpha the Magnet Cavalry,RD/ORP2-JP026,N,ノーマル仕様,RD/ORP2,オーバーラッシュパック２,20107,1,PACK_PAGE,matched cid on pack page,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=20107&ciid=1&enc=nfLoIArY_jjh48rWUkcEDw&app=tournament&request_locale=ja,images\20107_1.jpg,OK,
Alpha The Magnet Warrior,RD/ORP2-JP029,P+UR,パラレル仕様ウルトラレア,RD/ORP2,オーバーラッシュパック２,20110,1,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=20110&ciid=1&enc=OUb9cwMNeKR385NqRhj4jw&app=tournament&request_locale=ja,images\20110_1.jpg,OK,
Alpha The Magnet Warrior,RD/ORP2-JP029,SR,スーパーレア仕様,RD/ORP2,オーバーラッシュパック２,20110,1,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=20110&ciid=1&enc=OUb9cwMNeKR385NqRhj4jw&app=tournament&request_locale=ja,images\20110_1.jpg,OK,
Alpha The Eternal Magnet Warrior,RD/ORP2-JP032,SE,シークレットレア仕様,RD/ORP2,オーバーラッシュパック２,20113,1,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=20113&ciid=1&enc=mYW65vHh9av450bZER73nQ&app=tournament&request_locale=ja,images\20113_1.jpg,OK,
Alpha The Eternal Magnet Warrior,RD/ORP2-JP032,SR,スーパーレア仕様,RD/ORP2,オーバーラッシュパック２,20113,1,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=20113&ciid=1&enc=mYW65vHh9av450bZER73nQ&app=tournament&request_locale=ja,images\20113_1.jpg,OK,
All Love Goddess,RD/ORP2-JP039,ORR,オーバーラッシュレア仕様,RD/ORP2,オーバーラッシュパック２,20120,101,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: ORR uses highest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&cid=20120&ciid=101&enc=cKifsrhs4XEGD7oZY7e3Hg,images\20120_101.jpg,OK,
All Love Goddess,RD/ORP2-JP039,UR,ウルトラレア仕様,RD/ORP2,オーバーラッシュパック２,20120,1,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=20120&ciid=1&enc=cKifsrhs4XEGD7oZY7e3Hg&app=tournament&request_locale=ja,images\20120_1.jpg,OK,
Animagica Leader,RD/ORP2-JP074,ORR,オーバーラッシュレア仕様,RD/ORP2,オーバーラッシュパック２,20147,101,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: ORR uses highest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&cid=20147&ciid=101&enc=SYpW64yWrvslUEJB-DwOfA,images\20147_101.jpg,OK,
Animagica Leader,RD/ORP2-JP074,UR,ウルトラレア仕様,RD/ORP2,オーバーラッシュパック２,20147,1,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=20147&ciid=1&enc=SYpW64yWrvslUEJB-DwOfA&app=tournament&request_locale=ja,images\20147_1.jpg,OK,
Advance Form,RD/SD0F-JP012,N,ノーマル仕様,RD/SD0F,ストラクチャーデッキ 帝王の凱旋,20329,1,PACK_PAGE,matched cid on pack page,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=20329&ciid=1&enc=7lRD_z-B1aw1G6Swr_ubMQ&app=tournament&request_locale=ja,images\20329_1.jpg,OK,
Advance Form,RD/KP17-JP032,N,ノーマル仕様,RD/KP17,覚醒のバーストレックス,20329,1,PACK_PAGE,matched cid on pack page,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=20329&ciid=1&enc=7lRD_z-B1aw1G6Swr_ubMQ&app=tournament&request_locale=ja,images\20329_1.jpg,OK,
Ancient Gear Golem,RD/LGP2-JP004,ORR,オーバーラッシュレア仕様,RD/LGP2,真・レジェンド覚醒パック,20838,101,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: ORR uses highest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&cid=20838&ciid=101&enc=QRaRyV2e6OlYTI7uYVve0g,images\20838_101.jpg,OK,
Ancient Gear Golem,RD/LGP2-JP004,UR,ウルトラレア仕様,RD/LGP2,真・レジェンド覚醒パック,20838,1,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=20838&ciid=1&enc=QRaRyV2e6OlYTI7uYVve0g&app=tournament&request_locale=ja,images\20838_1.jpg,OK,
Ancient Gear Tyranno,RD/LGP2-JP005,ORR,オーバーラッシュレア仕様,RD/LGP2,真・レジェンド覚醒パック,20839,101,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: ORR uses highest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&cid=20839&ciid=101&enc=MvR_tV0jAXziin7kLIOpuw,images\20839_101.jpg,OK,
Ancient Gear Tyranno,RD/LGP2-JP005,UR,ウルトラレア仕様,RD/LGP2,真・レジェンド覚醒パック,20839,1,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=20839&ciid=1&enc=MvR_tV0jAXziin7kLIOpuw&app=tournament&request_locale=ja,images\20839_1.jpg,OK,
Ancient Gear Powered Soldier,RD/LGP2-JP006,ORR,オーバーラッシュレア仕様,RD/LGP2,真・レジェンド覚醒パック,20840,101,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: ORR uses highest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&cid=20840&ciid=101&enc=2Kxp0vqmC2sd6HhTSl-Obw,images\20840_101.jpg,OK,
Ancient Gear Powered Soldier,RD/LGP2-JP006,UR,ウルトラレア仕様,RD/LGP2,真・レジェンド覚醒パック,20840,1,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=20840&ciid=1&enc=2Kxp0vqmC2sd6HhTSl-Obw&app=tournament&request_locale=ja,images\20840_1.jpg,OK,
Ancient Gear Beast,RD/LGP2-JP007,SE,シークレットレア仕様,RD/LGP2,真・レジェンド覚醒パック,20841,1,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=20841&ciid=1&enc=v6YWk3COKhUJfTTrrlQrDg&app=tournament&request_locale=ja,images\20841_1.jpg,OK,
Ancient Gear Beast,RD/LGP2-JP007,SR,スーパーレア仕様,RD/LGP2,真・レジェンド覚醒パック,20841,1,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=20841&ciid=1&enc=v6YWk3COKhUJfTTrrlQrDg&app=tournament&request_locale=ja,images\20841_1.jpg,OK,
Ancient Gear Soldier,RD/LGP2-JP008,SE,シークレットレア仕様,RD/LGP2,真・レジェンド覚醒パック,20842,1,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=20842&ciid=1&enc=cP3gRX_LFV6Q1yGgX5fmKw&app=tournament&request_locale=ja,images\20842_1.jpg,OK,
Ancient Gear Soldier,RD/LGP2-JP008,SR,スーパーレア仕様,RD/LGP2,真・レジェンド覚醒パック,20842,1,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=20842&ciid=1&enc=cP3gRX_LFV6Q1yGgX5fmKw&app=tournament&request_locale=ja,images\20842_1.jpg,OK,
Ancient Gear Medic,RD/LGP2-JP009,SE,シークレットレア仕様,RD/LGP2,真・レジェンド覚醒パック,20843,1,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=20843&ciid=1&enc=WbhaYsrClO6d8YUj-sM1Sw&app=tournament&request_locale=ja,images\20843_1.jpg,OK,
Ancient Gear Medic,RD/LGP2-JP009,SR,スーパーレア仕様,RD/LGP2,真・レジェンド覚醒パック,20843,1,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=20843&ciid=1&enc=WbhaYsrClO6d8YUj-sM1Sw&app=tournament&request_locale=ja,images\20843_1.jpg,OK,
Ancient Gear Supplier,RD/LGP2-JP010,N,ノーマル仕様,RD/LGP2,真・レジェンド覚醒パック,20844,1,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=20844&ciid=1&enc=oIJBGEkSSPH1sBWQb-o8KA&app=tournament&request_locale=ja,images\20844_1.jpg,OK,
Ancient Gear Supplier,RD/LGP2-JP010,SE,シークレットレア仕様,RD/LGP2,真・レジェンド覚醒パック,20844,1,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=20844&ciid=1&enc=oIJBGEkSSPH1sBWQb-o8KA&app=tournament&request_locale=ja,images\20844_1.jpg,OK,
Ancient Gear Crown,RD/LGP2-JP011,N,ノーマル仕様,RD/LGP2,真・レジェンド覚醒パック,20845,1,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=20845&ciid=1&enc=JuFOBX6CvBQE_kqvM_4dtg&app=tournament&request_locale=ja,images\20845_1.jpg,OK,
Ancient Gear Crown,RD/LGP2-JP011,SE,シークレットレア仕様,RD/LGP2,真・レジェンド覚醒パック,20845,1,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=20845&ciid=1&enc=JuFOBX6CvBQE_kqvM_4dtg&app=tournament&request_locale=ja,images\20845_1.jpg,OK,
Ancient Gear Gadjiltron Manticore,RD/B244-JP004,SR,スーパーレア仕様,RD/B244,バトルパック 2024 Vol.4,20969,1,PACK_PAGE,matched cid on pack page,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=20969&ciid=1&enc=aZ9PUVGOneIzy_MSF-dg2A&app=tournament&request_locale=ja,images\20969_1.jpg,OK,
Ancient Gear Gadjiltron Manticore,RD/KP19-JP018,N,ノーマル仕様,RD/KP19,灼熱のサラマンデウス,20969,1,PACK_PAGE,matched cid on pack page,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=20969&ciid=1&enc=aZ9PUVGOneIzy_MSF-dg2A&app=tournament&request_locale=ja,images\20969_1.jpg,OK,
Ancient Gear Gadjiltron Baena,RD/KP19-JP019,SE,シークレットレア仕様,RD/KP19,灼熱のサラマンデウス,20970,1,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=20970&ciid=1&enc=mVHkDRlaCLRFn5x2zceuUg&app=tournament&request_locale=ja,images\20970_1.jpg,OK,
Ancient Gear Gadjiltron Baena,RD/KP19-JP019,SR,スーパーレア仕様,RD/KP19,灼熱のサラマンデウス,20970,1,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=20970&ciid=1&enc=mVHkDRlaCLRFn5x2zceuUg&app=tournament&request_locale=ja,images\20970_1.jpg,OK,
Animal Doctor Lily,RD/KP19-JP022,SE,シークレットレア仕様,RD/KP19,灼熱のサラマンデウス,20973,1,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=20973&ciid=1&enc=-Zc4zGb5xKWWvc7uMLN0KA&app=tournament&request_locale=ja,images\20973_1.jpg,OK,
Animal Doctor Lily,RD/KP19-JP022,SR,スーパーレア仕様,RD/KP19,灼熱のサラマンデウス,20973,1,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=20973&ciid=1&enc=-Zc4zGb5xKWWvc7uMLN0KA&app=tournament&request_locale=ja,images\20973_1.jpg,OK,
Alchemicalize Orb,RD/KP19-JP037,N,ノーマル仕様,RD/KP19,灼熱のサラマンデウス,20988,1,PACK_PAGE,matched cid on pack page,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=20988&ciid=1&enc=t2D0dVMPpt4MjoVFkkZ-6g&app=tournament&request_locale=ja,images\20988_1.jpg,OK,
Animagica Trader,RD/B251-JP003,SR,スーパーレア仕様,RD/B251,バトルパック 2025 Vol.1,21277,1,PACK_PAGE,matched cid on pack page,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=21277&ciid=1&enc=qVk1xLwzSJSdw8fzc3xfEQ&app=tournament&request_locale=ja,images\21277_1.jpg,OK,
Animagica Trader,RD/KP20-JP026,N,ノーマル仕様,RD/KP20,悠久のギャラクティカ,21277,1,PACK_PAGE,matched cid on pack page,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=21277&ciid=1&enc=qVk1xLwzSJSdw8fzc3xfEQ&app=tournament&request_locale=ja,images\21277_1.jpg,OK,
Animagica Gardna,RD/B254-JP006,N,ノーマル仕様,RD/B254,バトルパック2025 Vol.4,21278,1,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=21278&ciid=1&enc=hZ0QFHFFHNi4hmghmSx0EA&app=tournament&request_locale=ja,images\21278_1.jpg,OK,
Animagica Gardna,RD/B254-JP006,SR,スーパーレア仕様,RD/B254,バトルパック2025 Vol.4,21278,1,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=21278&ciid=1&enc=hZ0QFHFFHNi4hmghmSx0EA&app=tournament&request_locale=ja,images\21278_1.jpg,OK,
Animagica Gardna,RD/KP20-JP027,R,レア仕様,RD/KP20,悠久のギャラクティカ,21278,1,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=21278&ciid=1&enc=hZ0QFHFFHNi4hmghmSx0EA&app=tournament&request_locale=ja,images\21278_1.jpg,OK,
Animagica Gardna,RD/KP20-JP027,SE,シークレットレア仕様,RD/KP20,悠久のギャラクティカ,21278,1,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=21278&ciid=1&enc=hZ0QFHFFHNi4hmghmSx0EA&app=tournament&request_locale=ja,images\21278_1.jpg,OK,
Animagica Sorcerer,RD/KP20-JP028,SE,シークレットレア仕様,RD/KP20,悠久のギャラクティカ,21279,1,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=21279&ciid=1&enc=Z3dJuFMLr78Zl5qTUq9fNw&app=tournament&request_locale=ja,images\21279_1.jpg,OK,
Animagica Sorcerer,RD/KP20-JP028,SR,スーパーレア仕様,RD/KP20,悠久のギャラクティカ,21279,1,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=21279&ciid=1&enc=Z3dJuFMLr78Zl5qTUq9fNw&app=tournament&request_locale=ja,images\21279_1.jpg,OK,
Animagica Knight,RD/KP20-JP029,R,レア仕様,RD/KP20,悠久のギャラクティカ,21280,1,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=21280&ciid=1&enc=To5lSjNhv7n3MDUoPhPKwg&app=tournament&request_locale=ja,images\21280_1.jpg,OK,
Animagica Knight,RD/KP20-JP029,SE,シークレットレア仕様,RD/KP20,悠久のギャラクティカ,21280,1,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=21280&ciid=1&enc=To5lSjNhv7n3MDUoPhPKwg&app=tournament&request_locale=ja,images\21280_1.jpg,OK,
Animagica Double Saber,RD/B251-JP004,SR,スーパーレア仕様,RD/B251,バトルパック 2025 Vol.1,21281,1,PACK_PAGE,matched cid on pack page,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=21281&ciid=1&enc=MrmUzCKCSt4kX8_d6ji86g&app=tournament&request_locale=ja,images\21281_1.jpg,OK,
Animagica Double Saber,RD/KP20-JP030,N,ノーマル仕様,RD/KP20,悠久のギャラクティカ,21281,1,PACK_PAGE,matched cid on pack page,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=21281&ciid=1&enc=MrmUzCKCSt4kX8_d6ji86g&app=tournament&request_locale=ja,images\21281_1.jpg,OK,
Animagica Whip,RD/KP20-JP031,SE,シークレットレア仕様,RD/KP20,悠久のギャラクティカ,21282,1,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=21282&ciid=1&enc=xf9gYf-JDfxJCYF6qsX3PA&app=tournament&request_locale=ja,images\21282_1.jpg,OK,
Animagica Whip,RD/KP20-JP031,SR,スーパーレア仕様,RD/KP20,悠久のギャラクティカ,21282,1,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=21282&ciid=1&enc=xf9gYf-JDfxJCYF6qsX3PA&app=tournament&request_locale=ja,images\21282_1.jpg,OK,
Animagica Shooter,RD/KP20-JP032,ORR,オーバーラッシュレア仕様,RD/KP20,悠久のギャラクティカ,21283,101,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: ORR uses highest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&cid=21283&ciid=101&enc=dTwM4-nLVGHDdRuGWHiCbA,images\21283_101.jpg,OK,
Animagica Shooter,RD/KP20-JP032,SE,シークレットレア仕様,RD/KP20,悠久のギャラクティカ,21283,1,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=21283&ciid=1&enc=dTwM4-nLVGHDdRuGWHiCbA&app=tournament&request_locale=ja,images\21283_1.jpg,OK,
Animagica Shooter,RD/KP20-JP032,UR,ウルトラレア仕様,RD/KP20,悠久のギャラクティカ,21283,1,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=21283&ciid=1&enc=dTwM4-nLVGHDdRuGWHiCbA&app=tournament&request_locale=ja,images\21283_1.jpg,OK,
Aise the Snowmaiden of Sacred Splendor,RD/KP20-JP036,R,レア仕様,RD/KP20,悠久のギャラクティカ,21287,1,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=21287&ciid=1&enc=qQMVWsoYqhBqRxjvR9gsCA&app=tournament&request_locale=ja,images\21287_1.jpg,OK,
Aise the Snowmaiden of Sacred Splendor,RD/KP20-JP036,SE,シークレットレア仕様,RD/KP20,悠久のギャラクティカ,21287,1,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=21287&ciid=1&enc=qQMVWsoYqhBqRxjvR9gsCA&app=tournament&request_locale=ja,images\21287_1.jpg,OK,
Ancient Gear Megaton Golem,RD/5TH1-JP030,ORR,オーバーラッシュレア仕様,RD/5TH1,5th ANNIVERSARY PACK,21502,101,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: ORR uses highest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&cid=21502&ciid=101&enc=nPmYdiF2amjiV236vCOGug,images\21502_101.jpg,OK,
Ancient Gear Megaton Golem,RD/5TH1-JP030,UR,ウルトラレア仕様,RD/5TH1,5th ANNIVERSARY PACK,21502,1,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=21502&ciid=1&enc=nPmYdiF2amjiV236vCOGug&app=tournament&request_locale=ja,images\21502_1.jpg,OK,
Abysskite Ulti-Ange,RD/5TH1-JP036,ORR,オーバーラッシュレア仕様,RD/5TH1,5th ANNIVERSARY PACK,21508,101,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: ORR uses highest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&cid=21508&ciid=101&enc=qfJ6WgzHhTP1HWvjkh3HPQ,images\21508_101.jpg,OK,
Abysskite Ulti-Ange,RD/5TH1-JP036,UR,ウルトラレア仕様,RD/5TH1,5th ANNIVERSARY PACK,21508,1,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=21508&ciid=1&enc=qfJ6WgzHhTP1HWvjkh3HPQ&app=tournament&request_locale=ja,images\21508_1.jpg,OK,
Ancient Gear Hunting Hound,RD/5TH1-JP048,UR,ウルトラレア仕様,RD/5TH1,5th ANNIVERSARY PACK,21520,1,PACK_PAGE,matched cid on pack page,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=21520&ciid=1&enc=9Z92njRT8u5HwX6CC4b9fQ&app=tournament&request_locale=ja,images\21520_1.jpg,OK,
Accel Wonder Dark,RD/KP21-JP005,R,レア仕様,RD/KP21,進撃のアクセルロード,21649,1,PACK_PAGE,matched cid on pack page,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=21649&ciid=1&enc=c60WNgYXyXIaubRSKjV7Jw&app=tournament&request_locale=ja,images\21649_1.jpg,OK,
Alpiris the Nurturer,RD/KP21-JP041,N,ノーマル仕様,RD/KP21,進撃のアクセルロード,21685,1,PACK_PAGE,matched cid on pack page,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=21685&ciid=1&enc=1mDzRy4xVb5QkXZmc4xAtQ&app=tournament&request_locale=ja,images\21685_1.jpg,OK,
Abysskite Kaleido-Karen,RD/KP22-JP011,ORR,オーバーラッシュレア仕様,RD/KP22,戦慄のアウターバース,21987,101,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: ORR uses highest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&cid=21987&ciid=101&enc=lpYdNsL4sJYi70rkW6YTzA,images\21987_101.jpg,OK,
Abysskite Kaleido-Karen,RD/KP22-JP011,SE,シークレットレア仕様,RD/KP22,戦慄のアウターバース,21987,1,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=21987&ciid=1&enc=lpYdNsL4sJYi70rkW6YTzA&app=tournament&request_locale=ja,images\21987_1.jpg,OK,
Abysskite Kaleido-Karen,RD/KP22-JP011,UR,ウルトラレア仕様,RD/KP22,戦慄のアウターバース,21987,1,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=21987&ciid=1&enc=lpYdNsL4sJYi70rkW6YTzA&app=tournament&request_locale=ja,images\21987_1.jpg,OK,
